,color,date,link,moves,my_elo,opponent_country,opponent_elo,opponent_name,result,speed
224,black,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3916331240,18,974,United States,421,Trey254,win,1 min
225,white,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3916322173,10,1162,Venezuela,1589,Tauriel02,loss,5 min
226,white,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3916293251,22,1163,United States,1127,DarkDove,win,5 min
227,white,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3916277803,22,1155,United Kingdom,1101,devinkatsu,win,5 min
228,white,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3916126487,8,1148,Netherlands,1121,jeffzondoorstoofd,loss,5 min
229,black,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3916053217,47,1157,Egypt,1142,whamdy123,win,5 min
230,white,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3915894273,17,1149,United States,1076,board222,win,5 min
231,black,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3915857479,22,1142,Uruguay,1147,sebastianbenitez,loss,5 min
232,black,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3915805770,45,1150,Poland,1098,Mirek71,win,5 min
233,black,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3915616490,60,1143,Wales,1156,checkoutmymoves,win,5 min
234,white,"Aug 2, 2019",https://www.chess.com/analysis/game/live/3914856215,31,1134,United States,1231,The_Big_Switch,loss,5 min
235,black,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3913766020,47,1140,Mexico,1126,edgarmedinaa,loss,5 min
236,black,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3913728638,39,1149,United States,1148,Thprice,win,5 min
237,white,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3913718123,57,1141,Canada,1180,Daniel_Welsh,win,5 min
238,white,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3913527023,42,1132,Malaysia,1132,adios8,loss,5 min
239,white,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3913481566,17,1140,Italy,1219,SCIEFFO,loss,5 min
240,white,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3913327712,48,973,United States,1005,chessmanatlanta2,loss,1 min
241,white,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3913067565,36,1147,United States,1130,MathAlpha24,loss,5 min
242,black,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3912708976,82,1156,United States,1254,kunalc1,draw,5 min
243,white,"Aug 1, 2019",https://www.chess.com/analysis/game/live/3912363904,45,1154,Spain,1103,Martfebe,win,5 min
244,black,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3911379788,12,1147,Mexico,1189,angelchess999,loss,5 min
245,black,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3911347675,56,1154,United States,1129,Mscarvey,loss,5 min
246,black,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3910779988,58,1163,United States,1100,Redbee43,win,5 min
247,white,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3910421824,19,1156,United States,1161,mjlee916,win,5 min
248,white,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3910250446,46,1147,United States,1181,linklight127,win,5 min
249,black,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3910032969,27,982,International,947,butanidhaval,loss,1 min
250,black,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3910008086,39,1138,Portugal,1171,VitugaNet,win,5 min
251,white,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3909996546,15,1129,Denmark,1053,marcstounberg,win,5 min
252,black,"Jul 31, 2019",https://www.chess.com/analysis/game/live/3908891307,26,1122,Bulgaria,1075,vili2112,loss,5 min
253,white,"Jul 30, 2019",https://www.chess.com/analysis/game/live/3908419778,32,1132,United States,1201,avremelr,loss,5 min
254,white,"Jul 30, 2019",https://www.chess.com/analysis/game/live/3908405490,31,1139,United States,1150,50paise,win,5 min
255,white,"Jul 30, 2019",https://www.chess.com/analysis/game/live/3908399343,14,1130,United States,1142,imbonbon,win,5 min
256,black,"Jul 30, 2019",https://www.chess.com/analysis/game/live/3906718657,22,1121,Norway,1194,veitorstein,loss,5 min
257,black,"Jul 30, 2019",https://www.chess.com/analysis/game/live/3906706154,11,1128,United States,1184,skithe802,win,5 min
258,black,"Jul 29, 2019",https://www.chess.com/analysis/game/live/3905590625,81,1118,Iran,1129,khosravirad,win,5 min
259,white,"Jul 29, 2019",https://www.chess.com/analysis/game/live/3903882322,27,1109,United States,1148,ndmyers,loss,5 min
260,white,"Jul 28, 2019",https://www.chess.com/analysis/game/live/3901197252,49,1116,Argentina,1125,Isaiaspretzelll,win,5 min
261,black,"Jul 27, 2019",https://www.chess.com/analysis/game/live/3899324658,38,1107,United States,1180,Brainwar7,win,5 min
262,black,"Jul 27, 2019",https://www.chess.com/analysis/game/live/3899286528,29,1097,Syria,1074,mohammedbakkar,win,5 min
263,white,"Jul 27, 2019",https://www.chess.com/analysis/game/live/3899126635,61,1089,Switzerland,1050,marty_mcflyo,win,5 min
264,black,"Jul 27, 2019",https://www.chess.com/analysis/game/live/3898784126,43,1082,Turkey,1150,Evren222,win,5 min
265,white,"Jul 27, 2019",https://www.chess.com/analysis/game/live/3898301545,35,1072,Australia,1043,empredoor,loss,5 min
266,white,"Jul 27, 2019",https://www.chess.com/analysis/game/live/3898262686,87,1081,Iran,1173,Alimi7,win,5 min
267,black,"Jul 27, 2019",https://www.chess.com/analysis/game/live/3898202437,12,1071,Denmark,1100,sebemi,loss,5 min
268,black,"Jul 26, 2019",https://www.chess.com/analysis/game/live/3896333211,35,1079,Peru,1058,Roy2005,win,5 min
269,white,"Jul 26, 2019",https://www.chess.com/analysis/game/live/3895640597,62,1071,Brazil,1041,marciospies,win,5 min
270,black,"Jul 25, 2019",https://www.chess.com/analysis/game/live/3894685352,34,1063,Chile,1123,Kotelo,loss,5 min
271,white,"Jul 25, 2019",https://www.chess.com/analysis/game/live/3894653682,43,1070,United States,1123,jdbranch,loss,5 min
272,black,"Jul 25, 2019",https://www.chess.com/analysis/game/live/3894309676,27,1077,Lebanon,1085,charbelsadaka,loss,5 min
273,black,"Jul 25, 2019",https://www.chess.com/analysis/game/live/3894284257,36,1085,Philippines,1074,Rhotzky,win,5 min
274,white,"Jul 25, 2019",https://www.chess.com/analysis/game/live/3892990242,63,1077,United States,1202,KingJoffiJoe,loss,5 min
275,black,"Jul 25, 2019",https://www.chess.com/analysis/game/live/3892801515,29,1082,France,1094,tamer12375787,win,5 min
276,white,"Jul 24, 2019",https://www.chess.com/analysis/game/live/3891947820,49,1073,United States,1044,machedman,draw,5 min
277,white,"Jul 24, 2019",https://www.chess.com/analysis/game/live/3891545340,43,1074,Spain,1115,javieribes,loss,5 min
278,white,"Jul 24, 2019",https://www.chess.com/analysis/game/live/3890261751,24,1081,United States,1069,elliottohara,win,5 min
279,black,"Jul 24, 2019",https://www.chess.com/analysis/game/live/3889977257,9,1073,Lebanon,1015,youfism,loss,5 min
280,black,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3889182007,35,1083,United Kingdom,1115,unofficial_Busc,loss,5 min
281,black,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3889158636,66,1091,India,1203,akashtambe5840,loss,5 min
282,white,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3889139477,28,1097,United States,1033,123goat,loss,5 min
283,black,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3889129769,49,1107,United States,1023,123goat,win,5 min
284,white,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3889122100,33,1101,United States,1029,123goat,loss,5 min
285,white,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3888729278,31,1111,France,1186,dimitglobule,loss,5 min
286,black,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3888727177,7,1118,United States,1019,1980Sharky,win,5 min
287,white,"Jul 23, 2019",https://www.chess.com/analysis/game/live/3887530744,22,1112,Russia,1147,antolokonnikov,loss,5 min
288,white,"Jul 22, 2019",https://www.chess.com/analysis/game/live/3885526193,10,1120,United States,1115,Charly2122,win,5 min
289,black,"Jul 21, 2019",https://www.chess.com/analysis/game/live/3883579552,14,1112,United States,1164,markshoemail,loss,5 min
290,white,"Jul 21, 2019",https://www.chess.com/analysis/game/live/3883527519,20,1119,Brazil,1079,Kiel1590,win,5 min
291,black,"Jul 21, 2019",https://www.chess.com/analysis/game/live/3882125329,50,1112,North Macedonia,1236,stojmir1,loss,5 min
292,white,"Jul 21, 2019",https://www.chess.com/analysis/game/live/3882087304,20,1117,India,1096,jaipal_chess,win,5 min
293,black,"Jul 21, 2019",https://www.chess.com/analysis/game/live/3881852336,50,1109,Malawi,1212,nklpsb,loss,5 min
294,white,"Jul 20, 2019",https://www.chess.com/analysis/game/live/3880998003,39,1115,United States,1111,shanshan,loss,5 min
295,black,"Jul 20, 2019",https://www.chess.com/analysis/game/live/3879841754,15,1124,Egypt,1205,Captin_S,loss,5 min
296,black,"Jul 20, 2019",https://www.chess.com/analysis/game/live/3879334323,49,1130,United Kingdom,1246,colinnprice,loss,5 min
297,white,"Jul 20, 2019",https://www.chess.com/analysis/game/live/3879141124,68,1136,United States,1196,abacale,draw,5 min
298,white,"Jul 20, 2019",https://www.chess.com/analysis/game/live/3879033785,21,1135,Philippines,1180,integral_exe29,loss,5 min
299,white,"Jul 19, 2019",https://www.chess.com/analysis/game/live/3876499235,46,1142,Netherlands,1214,wickeren,loss,5 min
300,black,"Jul 18, 2019",https://www.chess.com/analysis/game/live/3873951481,21,1149,United States,1061,eweidemann1202,loss,5 min
301,white,"Jul 18, 2019",https://www.chess.com/analysis/game/live/3873731914,21,1159,United States,1119,anthony2win,loss,5 min
302,white,"Jul 17, 2019",https://www.chess.com/analysis/game/live/3871000388,16,1168,Mexico,1212,braulio99,loss,5 min
303,black,"Jul 16, 2019",https://www.chess.com/analysis/game/live/3868199293,24,1175,Israel,1200,tinkerer42,win,5 min
304,black,"Jul 15, 2019",https://www.chess.com/analysis/game/live/3867046571,52,1166,Argentina,1278,arqmac007,loss,5 min
305,black,"Jul 15, 2019",https://www.chess.com/analysis/game/live/3865670771,26,1172,Austria,1198,spectaculumi,loss,5 min
306,white,"Jul 14, 2019",https://www.chess.com/analysis/game/live/3864547178,22,993,Mexico,906,AaronAlvarado2003,win,1 min
307,black,"Jul 14, 2019",https://www.chess.com/analysis/game/live/3862997450,36,1180,Sweden,1174,HMarcher,win,5 min
308,black,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3861094058,23,1172,Bangladesh,985,Ashik017,win,5 min
309,white,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3861064667,45,1168,Bahrain,1221,ebrahim14344,win,5 min
310,white,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860625869,29,1158,United States,1132,mustardalex,win,5 min
311,white,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860603755,24,1150,United States,1096,njdilonardo,loss,5 min
312,white,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860565734,35,1160,Bulgaria,1113,corsar1967,loss,5 min
313,white,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860558055,31,985,Belgium,938,ElPatronOo99,win,1 min
314,black,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860549812,34,978,International,1025,Nidhiram17,loss,1 min
315,black,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860349566,27,985,United States,998,stangajoseph,win,1 min
316,black,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860338562,12,976,United States,992,corvejon,win,1 min
317,white,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860337273,9,967,Russia,932,glebgor,win,1 min
318,white,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860305906,34,1170,Ireland,1260,sidsal,loss,5 min
319,black,"Jul 13, 2019",https://www.chess.com/analysis/game/live/3860274060,23,1176,Sweden,1106,Skyqaptain,win,5 min
320,white,"Jul 12, 2019",https://www.chess.com/analysis/game/live/3858234545,27,1169,United Kingdom,1203,saznot,loss,5 min
321,black,"Jul 12, 2019",https://www.chess.com/analysis/game/live/3857430984,62,1177,Canada,1125,SlartyBartfast2,win,5 min
322,black,"Jul 11, 2019",https://www.chess.com/analysis/game/live/3855373363,32,1170,Indonesia,1184,Dody811,loss,5 min
323,white,"Jul 11, 2019",https://www.chess.com/analysis/game/live/3854694577,14,1178,United States,1140,SvenRG,win,5 min
324,white,"Jul 10, 2019",https://www.chess.com/analysis/game/live/3853706408,64,1171,Canada,1195,rokata1994,loss,5 min
325,white,"Jul 10, 2019",https://www.chess.com/analysis/game/live/3853693047,27,1179,Vietnam,1215,denytrung,loss,5 min
326,black,"Jul 10, 2019",https://www.chess.com/analysis/game/live/3853690496,10,1187,Vietnam,1207,denytrung,win,5 min
327,black,"Jul 10, 2019",https://www.chess.com/analysis/game/live/3853687126,8,1178,Turkey,1314,eldelik,loss,5 min
328,black,"Jul 10, 2019",https://www.chess.com/analysis/game/live/3852084963,41,1183,Indonesia,1210,warnowarni,loss,5 min
329,white,"Jul 10, 2019",https://www.chess.com/analysis/game/live/3851826679,32,959,Czech Republic,1044,PavelDucho,loss,1 min
330,white,"Jul 9, 2019",https://www.chess.com/analysis/game/live/3851034147,23,1191,United States,1146,EarlyKlamathMan,win,5 min
331,black,"Jul 9, 2019",https://www.chess.com/analysis/game/live/3850728977,35,966,Canada,1054,hotizca,loss,1 min
332,white,"Jul 9, 2019",https://www.chess.com/analysis/game/live/3850725952,20,973,United States,886,dartndave,win,1 min
333,black,"Jul 9, 2019",https://www.chess.com/analysis/game/live/3850502534,46,1184,Brazil,1266,Tchegurin,loss,5 min
334,white,"Jul 9, 2019",https://www.chess.com/analysis/game/live/3849657676,23,1190,India,1171,jvjack,win,5 min
335,black,"Jul 9, 2019",https://www.chess.com/analysis/game/live/3849371918,22,1182,Mexico,1121,alexmorenosr,loss,5 min
336,white,"Jul 8, 2019",https://www.chess.com/analysis/game/live/3848179435,34,1192,Egypt,1244,mahmoudalaa96,loss,5 min
337,black,"Jul 8, 2019",https://www.chess.com/analysis/game/live/3846610709,17,1199,Ukraine,1201,gavr1985,loss,5 min
338,black,"Jul 7, 2019",https://www.chess.com/analysis/game/live/3844764797,31,1207,United States,1125,project,win,5 min
339,black,"Jul 6, 2019",https://www.chess.com/analysis/game/live/3841571760,33,1201,Indonesia,1197,gbanet2002,loss,5 min
340,white,"Jul 6, 2019",https://www.chess.com/analysis/game/live/3841548186,26,1210,Russia,1120,huongserbacheva,win,5 min
341,white,"Jul 5, 2019",https://www.chess.com/analysis/game/live/3839548116,45,1204,Uzbekistan,1094,gairat2025,win,5 min
342,white,"Jul 5, 2019",https://www.chess.com/analysis/game/live/3839500042,38,1198,France,1202,jorgefandinho,win,5 min
343,white,"Jul 5, 2019",https://www.chess.com/analysis/game/live/3839256683,27,1189,Netherlands,1214,grootslem,win,5 min
344,black,"Jul 5, 2019",https://www.chess.com/analysis/game/live/3839061338,27,1180,United States,1199,SvenRG,loss,5 min
345,black,"Jul 4, 2019",https://www.chess.com/analysis/game/live/3836542783,41,1188,Spain,1209,torb22,win,5 min
346,black,"Jul 4, 2019",https://www.chess.com/analysis/game/live/3836189671,42,1179,Spain,1128,Allegorico,win,5 min
347,white,"Jul 4, 2019",https://www.chess.com/analysis/game/live/3836177707,29,1172,Spain,1135,Allegorico,win,5 min
348,black,"Jul 4, 2019",https://www.chess.com/analysis/game/live/3836173862,7,1165,Greece,1322,skakias2,loss,5 min
349,white,"Jul 4, 2019",https://www.chess.com/analysis/game/live/3836148351,17,1170,Japan,1140,yamakan,win,5 min
350,black,"Jul 3, 2019",https://www.chess.com/analysis/game/live/3833937829,30,1162,United Kingdom,1131,EmperorWolvy,loss,5 min
351,black,"Jul 3, 2019",https://www.chess.com/analysis/game/live/3833205334,48,1171,United States,1233,philz11,win,5 min
352,white,"Jul 2, 2019",https://www.chess.com/analysis/game/live/3831618101,26,1161,Bangladesh,1200,Mustak22,loss,5 min
353,white,"Jul 2, 2019",https://www.chess.com/analysis/game/live/3830807661,21,1168,Sweden,1052,hadibaba83,win,5 min
354,white,"Jul 2, 2019",https://www.chess.com/analysis/game/live/3830638975,56,1162,United Kingdom,1167,nsaunders,loss,5 min
355,black,"Jul 1, 2019",https://www.chess.com/analysis/game/live/3829279676,20,1170,Canada,1190,paos1964,win,5 min
356,black,"Jul 1, 2019",https://www.chess.com/analysis/game/live/3828012391,70,1161,Bulgaria,1106,Patso_Patsov19611970,win,5 min
357,white,"Jul 1, 2019",https://www.chess.com/analysis/game/live/3827842858,23,1154,India,1297,Elangochennusamy,loss,5 min
358,black,"Jun 30, 2019",https://www.chess.com/analysis/game/live/3826427447,54,1159,United States,1193,GoofyBinks,draw,5 min
359,black,"Jun 29, 2019",https://www.chess.com/analysis/game/live/3823794028,58,1158,France,1209,tenriders,win,5 min
360,black,"Jun 29, 2019",https://www.chess.com/analysis/game/live/3823170837,22,1148,Belarus,1129,Got14ek,loss,5 min
361,white,"Jun 29, 2019",https://www.chess.com/analysis/game/live/3823125117,42,1157,United States,1182,goodnyte15,loss,5 min
362,black,"Jun 29, 2019",https://www.chess.com/analysis/game/live/3823006954,32,1165,South Africa,1165,BernoGrey,loss,5 min
363,white,"Jun 29, 2019",https://www.chess.com/analysis/game/live/3822948478,38,1173,Brazil,1132,JordanoFalsoni,win,5 min
364,white,"Jun 28, 2019",https://www.chess.com/analysis/game/live/3822028998,22,1166,United States,790,ChristopherCozzillio,loss,10 min
365,white,"Jun 28, 2019",https://www.chess.com/analysis/game/live/3820205795,48,1166,United States,1154,Bmitche2,loss,5 min
366,white,"Jun 27, 2019",https://www.chess.com/analysis/game/live/3818889062,68,1175,Germany,1224,avdushbedzeti,loss,5 min
367,black,"Jun 27, 2019",https://www.chess.com/analysis/game/live/3817610789,39,1182,United States,1102,lightwinds,win,5 min
368,white,"Jun 26, 2019",https://www.chess.com/analysis/game/live/3815041183,59,1175,South Africa,1166,Chuckie1962,win,5 min
369,black,"Jun 26, 2019",https://www.chess.com/analysis/game/live/3814809595,29,966,Austria,906,adametokill4,win,1 min
370,white,"Jun 26, 2019",https://www.chess.com/analysis/game/live/3814724605,20,1167,Indonesia,1202,doooooog,win,5 min
371,black,"Jun 25, 2019",https://www.chess.com/analysis/game/live/3813950852,36,1158,Philippines,1128,Venomyakis,win,5 min
372,black,"Jun 25, 2019",https://www.chess.com/analysis/game/live/3813038279,16,1150,South Africa,1090,Khumalo87,loss,5 min
